speed_limit,speed,licence_plate
100,89,A3C 6934
120,114,C7I 9581
80,74,O3D 2838
90,72,P2M 4865
70,69,D3F 0662
150,136,M9G 1710
40,26,Y1R 8370
130,129,E1D 6364
120,111,J9A 8398
100,80,B4E 3036
90,80,L9V 9103
120,115,L7N 2696
40,24,O5Z 2014
80,62,S3Z 7520
110,95,E9S 4096
90,89,O4H 7716
100,93,S7K 4262
70,67,M8T 0479
50,39,T3P 6101
60,43,J0H 9926
130,129,H2Y 2948
150,150,K4F 9684
60,58,P0T 4016
40,38,Q4S 3569
120,104,B4U 9956
110,96,C3X 3408
140,137,G3H 2676
120,120,B4K 4560
140,122,K0N 1229
110,98,W6R 6226
40,39,S5D 1908
120,114,W3N 9993
120,105,U3M 3495
130,125,B8B 4612
70,61,L1Q 7009
90,71,G7A 4252
70,52,G9S 5080
70,59,B0H 9526
130,123,L1W 1486
60,42,N1D 4599
70,61,H3Q 3290
110,115,Y5B 2473
110,104,M5J 2647
80,69,X1L 2317
70,70,Q0S 9390
80,63,C2D 7290
60,52,A0A 4084
110,100,E2V 9855
150,139,L1X 4540
110,103,X0L 0369
60,54,D3A 4448
130,114,P1Z 5725
110,98,E1T 8398
90,79,D5Z 7911
130,130,O8X 6841
150,136,T8C 5334
110,108,C7J 3780
90,73,W3H 5272
130,115,X7A 8840
130,111,U9J 7234
110,99,I8R 7123
150,134,X7G 4798
100,85,K8O 1636
60,60,S1M 6980
140,140,C4Z 3065
70,69,Z2W 6332
40,26,M2K 0931
80,60,I3J 0731
140,130,I1Z 1621
150,137,J0Y 0075
60,60,B5Z 9774
100,83,S8B 8524
90,78,C2O 9635
90,81,O8R 9604
50,33,R3U 5354
110,95,V8C 4116
70,50,X3Y 5581
120,112,O4E 2817
110,90,U6S 1634
60,57,E0M 2960
50,30,M6K 9639
60,47,H3P 7044
80,77,E2B 8392
120,102,S0Z 9509
60,60,F8X 3549
130,130,O3E 0599
40,37,Q1N 1643
40,26,T9M 9768
150,144,B1L 5380
120,118,E5I 1140
140,137,H5Z 7429
140,126,F1X 5314
140,130,S8N 0692
100,88,G6G 5184
60,55,X6Z 1854
150,141,M9G 9462
90,75,F0J 1394
40,20,J5Y 2862
60,42,Z6N 4093
130,113,X4D 1203
70,65,O5X 1839
140,123,V2U 8309
50,46,K6R 3281
100,86,J0W 3286
140,134,P4C 1321
110,104,U3B 5981
150,135,V9J 1159
50,43,F2R 9339
140,135,J0T 1471
110,92,M1N 8713
50,30,F7U 7649
90,73,N1M 2286
40,22,F8V 6998
40,35,U6A 5628
40,29,Q6T 1529
130,122,V3X 4264
50,32,N7Q 7902
110,105,Q4T 5920
110,91,O4K 5180
40,32,Y1I 1862
80,73,G0S 6702
120,107,S8B 4109
90,73,T5V 6493
40,35,U3L 0221
80,74,P9P 2072
150,140,I6D 8507
140,121,H8L 0307
90,73,W7R 9986
150,135,G9B 4989
110,104,W6L 1460
50,31,M9H 5422
80,64,A7G 4554
120,113,P2D 6084
100,95,F1O 2178
70,64,G3C 4960
130,130,I5T 6115
60,43,G1O 7752
120,117,B6J 5167
40,21,B6W 8787
120,107,Z7W 8847
60,56,P4A 4959
50,37,X5Y 9790
60,49,S2K 7809
140,137,I9C 2679
60,53,R7A 6202
90,89,H4F 6574
120,101,J3C 9390
50,35,I4N 3135
60,52,I5N 7550
40,27,K5X 9019
120,117,Q8K 4753
70,63,A5F 7967
100,92,Z9A 7577
70,66,H7D 9146
130,118,S9M 8117
120,120,E9D 6217
130,114,Z0V 6859
150,135,U0Y 3512
60,50,Z2G 9769
150,134,Y1V 0467
70,67,C1J 9180
120,106,D6J 2121
140,136,E3W 4376
90,71,O3D 1817
150,145,H1Y 3357
150,135,X9X 0151
110,101,B1X 6835
110,102,C0E 4384
140,139,N6T 1463
120,116,Y8U 0544
40,40,Y8H 2794
60,50,G0O 5982
60,56,G5G 9934
70,51,E5S 6820
90,87,L5D 5640
60,40,J6Y 0765
50,35,S2O 0136
40,20,M0H 4270
120,101,N6C 5744
150,131,R4C 2050
80,70,J9S 0530
80,63,B8Y 8713
70,60,H3I 7463
90,70,U3V 2500
120,106,U5Y 7058
40,33,O8H 2599
40,32,P7Q 0356
130,119,T9Q 5779
70,68,W4Z 1584
100,94,W6J 2041
110,109,B6Y 6812
120,113,F4R 0086
110,104,T4F 4766
140,128,X9V 2551
110,106,N1X 9090
60,60,G1I 8361
40,40,C7B 1704
150,150,V9Y 9881
70,69,C0A 8875
40,36,J2P 8201
40,26,W2N 9592
120,110,S5C 1801
50,31,C0N 2807
90,70,I1Y 1964
70,56,I8B 6140
140,140,L0R 3835
110,104,O7D 8003
80,80,A1T 5563
90,80,R9W 4511
130,116,H1U 8263
40,39,T6D 2771
40,37,C9M 6645
60,44,N8Q 4388
120,119,N5O 7312
100,87,M8G 1183
130,130,L9H 7281
110,108,Q3V 8089
110,110,C4T 6572
110,98,V9P 9419
140,137,H0X 0768
80,66,X9N 3905
60,45,B2L 3905
120,109,N8S 4136
130,119,U0R 6425
110,91,I3L 3933
60,57,S2M 2240
100,87,G7C 1406
120,118,Q9U 3102
70,70,T9C 0531
100,100,S8U 8054
120,108,T0Y 4769
80,69,S9J 5636
130,125,E5T 5337
120,111,F7E 2888
110,103,O0G 6780
80,70,P2A 8201
80,69,W9N 7177
70,51,J6Y 0305
90,83,X6G 9244
150,136,K3V 6975
60,50,I7Q 6619
40,38,T9D 2976
90,79,B9U 7860
80,76,Z5J 2504
130,129,S0Z 2060
90,88,M6J 3492
130,119,S1L 3888
50,42,P8T 7226
40,30,A5F 1907
80,69,A0T 2959
150,149,A1P 5600
70,67,L8D 3045
100,88,H4Y 1375
60,54,J0A 4798
70,57,O2L 1783
150,148,V7V 1823
140,140,V8F 2736
50,49,A2C 3016
130,123,K6F 8707
140,128,B1I 3225
100,95,K5P 9342
70,52,P7G 0177
70,61,X1E 5195
140,135,C1B 7246
70,70,H5S 2328
50,42,M0V 3413
150,139,W5R 0961
50,47,J3G 5410
110,91,X9K 7376
40,36,A7M 3425
100,92,K2F 2625
60,40,P9A 1923
60,59,W0D 5793
50,48,I2H 5979
110,97,J3W 5682
80,64,Y1R 2062
100,82,F0H 0883
110,91,T5P 4594
70,53,Z2R 1625
40,20,X8Z 4292
100,83,D6M 3608
120,113,M9K 9724
140,123,Z8U 6095
120,107,T3Y 5623
120,120,T4O 7050
90,79,Q3O 6235
70,51,C4D 0729
50,45,C8T 8166
80,67,N9Y 0023
100,88,F4F 7376
100,87,C4V 3145
80,71,U3U 4582
120,102,V9D 3308
110,100,D2D 1265
130,122,D7K 4748
50,39,J3G 5625
40,38,N3Q 6151
140,126,Z1H 3435
50,50,V4L 7061
130,123,P9K 3593
150,150,L3H 7311
120,106,O5D 5811
130,127,M4P 4657
70,50,J4S 0009
130,120,O5A 2236
80,61,C2Z 6745
60,56,X6P 4680
70,52,O7M 7820
120,102,P1K 3236
90,80,A8C 1459
100,88,J0O 2408
150,135,A9S 1043
70,54,L5M 2452
90,72,I7C 9405
80,72,Q5N 8656
80,60,M8Z 1953
110,99,F9K 5323
40,24,N4T 9508
40,30,R8Y 6645
50,32,Q8A 1531
150,140,I0U 2237
40,29,T3I 2771
100,81,K8U 7881
70,59,W5W 9230
60,53,O9T 6977
80,77,K7T 0943
90,72,Q9F 3502
90,89,P9M 7783
110,95,P5V 0064
150,142,M7T 5983
50,37,O2I 7170
100,98,C6T 1575
120,104,E0H 0980
90,81,B4U 0477
50,39,E7V 6479
90,73,S0D 6634
50,42,J9K 2746
110,110,S5S 8192
40,33,K5E 9760
50,47,L8Z 9484
110,97,W9R 1493
70,64,V9F 7040
40,36,I1K 8841
120,103,Z1P 7811
100,97,I9Y 9508
60,41,N1A 1596
150,139,E0O 2766
150,133,G0M 6047
140,128,I3U 2357
100,94,T7K 3217
80,67,Y9T 9473
40,21,E6N 8643
60,41,N1G 2928
140,128,H2A 4207
50,43,Y8K 9964
150,149,G0Y 1493
50,45,Y7A 2829
150,148,Y4Z 3522
110,110,W9J 1012
120,122,D3M 6596
50,39,Y2Y 8949
80,64,Q3A 0235
100,94,S1G 5120
90,82,N5K 7354
60,56,J2L 0741
80,78,O4R 6196
130,113,G7L 7397
120,111,Q7W 3060
140,124,J2Q 8039
70,54,S9T 5561
110,98,D3I 1189
50,30,T4P 6705
50,38,B5E 4346
40,31,V3S 3168
40,37,D6I 4583
100,86,A5B 3761
120,111,T1D 2864
150,145,T9K 6755
150,154,X7R 7138
120,101,V5D 5225
90,71,W1N 9648
110,103,L5F 3545
140,125,C3Y 9107
90,83,T0I 1172
130,129,W6M 6128
150,134,W8B 8051
70,60,S8E 6323
100,81,D1C 1952
40,28,D5B 9438
150,140,V8G 3875
50,48,U8O 1178
60,60,E1H 9841
110,102,J3S 5185
90,79,X6F 6559
60,54,G0S 0615
150,147,K5K 0195
40,32,U2J 5127
80,70,Q4M 7231
50,35,Z5O 2318
130,117,J6N 6354
150,149,Q1H 8924
100,85,X7X 6126
130,129,K1X 1745
150,130,Q2L 7850
130,115,W0U 9031
80,78,A7B 2560
70,60,Y5I 2299
60,44,O0S 5342
140,125,E2G 9516
50,41,X3C 9581
120,100,D3A 1121
100,91,I8N 5677
120,100,M1D 4614
100,82,Y8V 7648
120,103,T1X 0356
100,84,B1B 1218
50,38,L3D 3161
120,109,X2H 4739
40,25,Q5W 3139
100,93,B1M 8611
70,52,B9P 3032
130,128,S4J 5235
60,54,S8Z 5555
80,68,O6Q 4954
100,87,H8D 4100
140,120,L4A 2106
90,90,T5E 4631
110,108,U4S 0827
100,81,B6B 5001
50,35,K8X 8769
150,146,Z1K 4730
150,138,Z4D 9822
150,149,M6P 8502
40,26,R6G 3882
90,78,O1N 6429
40,36,P5O 0528
50,50,O0N 1907
140,140,I6Z 2029
120,101,K4E 8737
70,66,R3Q 9641
100,96,C4N 7604
80,77,I3Z 9296
140,128,E5Q 0141
70,56,L5F 0648
150,139,A9L 4347
40,21,B6T 3806
110,106,V0I 6779
40,25,E7X 0983
50,39,W6T 9621
140,133,D2G 4105
110,109,I8V 5706
130,127,A1A 8251
70,69,L6C 3369
100,86,Q5R 9271
150,135,N1W 9011
120,100,C6R 6959
110,98,K1D 4932
70,53,J2O 6562
150,137,R9X 3780
130,112,G8K 7571
110,102,M1N 9187
110,103,P0D 4396
50,39,F3X 6496
60,56,L8J 2477
130,119,E2Y 4445
130,114,H0G 3542
80,65,T7R 9363
140,128,G5C 4729
120,107,W4T 5455
100,88,S3O 3756
150,137,T1O 2642
150,132,B7F 9828
40,21,X1X 5467
90,70,J2I 4989
40,23,X1T 6124
50,45,H0A 9734
80,73,L6D 4527
80,65,H9Z 8089
60,44,D9C 5215
140,129,K8W 3775
110,105,P7Y 8386
50,39,K8I 5463
140,134,P4N 1658
120,101,I1R 4109
130,119,A0Z 5127
150,140,L3T 2940
60,53,Y5F 4634
50,48,S8M 8179
40,20,E7I 7291
50,50,Q5H 8343
50,38,T9V 4416
110,109,O4O 6885
140,126,U5O 0538
90,71,O2E 0055
100,99,I1F 8838
40,22,R7C 6167
130,119,E4H 2799
130,117,J1Y 6544
150,147,I2M 9501
150,137,M1L 9152
50,47,F3S 5316
50,39,A2W 7416
50,43,K9W 6859
130,114,M8T 0331
60,56,T9Y 4626
80,62,F7Y 2369
80,69,T1P 6344
60,53,S7M 6698
140,134,B7B 6904
150,141,T3G 8480
100,87,S6C 9731
50,38,Y4E 3303
140,122,K9V 7057
110,90,D9A 5643
80,63,O7X 1760
80,75,H7N 2816
90,78,U0I 7507
80,62,J8H 4700
40,34,A7V 6202
130,128,Q6Y 5131
150,150,W3W 0049
90,72,H7P 3321
90,87,I0J 4849
130,113,A9C 7847
50,45,X0W 0556
40,33,V5J 5594
120,108,H7U 1904
130,123,K9W 7055
50,55,A7G 9051
50,31,I4H 7721
110,108,V2P 0899
50,32,B9J 1345
80,78,T1Y 4258
80,66,P4F 2779
90,90,O2C 5128
90,73,N7X 6661
50,52,F7G 6433
40,32,V3T 4117
110,113,H3B 0591
140,134,I5W 4119
120,113,A0W 2201
70,65,J2J 0105
150,150,T1A 0500
120,107,Z6V 8073
130,118,A6C 8009
120,100,O8W 3918
50,37,C9T 4936
60,47,D2Q 9099
40,30,F6G 5978
70,55,L1G 1910
140,139,L7M 0070
140,140,C3R 1014
40,30,D6T 2969
70,59,T5N 0082
50,41,A3S 8769
70,51,I7Z 8830
40,25,W4S 8656
100,82,R9X 3962
100,83,S1N 2888
90,84,S0J 1560
130,114,B1N 7106
110,103,L8U 8603
120,108,K4L 8352
80,75,C0S 7859
50,34,Q7Z 7615
60,52,V6U 8240
150,138,X2R 7890
100,99,F5G 6022
80,60,J0X 5982
90,73,M7E 3413
100,94,S0N 3311
140,140,P1D 3842
120,100,E7T 8046
100,84,G7Z 4968
40,28,S5G 5369
70,56,O4V 7538
130,114,O7Q 0172
70,57,E4U 0724
120,114,H4Y 3884
140,136,K3I 1109
150,150,Y2B 5005
130,119,N2T 4667
80,62,B2Z 0245
80,64,J1M 5054
80,75,H6M 5845
80,71,T6F 4079
90,76,U7V 9633
90,72,A7H 3469
40,26,F9J 8882
120,101,R0C 1146
90,74,L0B 6887
50,39,P2D 6748
50,48,W4R 2923
100,85,I3O 0557
70,69,A2V 9480
80,71,L6W 4968
100,81,A3J 1221
50,39,J3E 2909
100,87,V1W 7655
110,106,G1O 4226
70,66,J4J 8007
80,75,U5A 0872
130,116,I2Y 1507
110,103,W4L 9821
60,52,I3Q 9940
110,104,Q4A 9538
150,140,Q4F 7255
120,120,Y3V 7250
150,145,O8X 0652
70,56,D2P 4598
130,120,O1S 0043
40,21,E1Y 8016
120,102,Z4V 7842
60,40,U2L 2391
130,111,N7W 3137
150,133,H9Y 9674
120,119,L3F 1849
130,113,J7U 7459
110,105,N0A 5246
120,115,S1L 7095
60,42,D6W 4853
110,101,G6S 4943
80,60,T3Q 8097
120,104,I7R 8094
100,94,V8A 5264
80,75,O9S 7281
110,110,R3J 3401
100,100,J4J 8584
150,131,Y7I 2261
100,87,E1T 1923
130,113,W8B 5984
50,46,N0X 8856
90,82,Y1Z 3068
150,135,Z8D 2103
90,89,I8C 3491
150,145,X8S 3337
50,32,H2K 7443
150,145,Z1E 3616
140,139,Y9H 9391
50,44,H8V 0721
80,73,J8C 0846
120,116,E9T 3310
90,75,I4Q 1455
100,94,L6I 1809
100,94,W3H 5461
50,32,W2X 4180
150,137,Q8B 7602
90,86,R0Z 5132
80,63,U2L 4484
80,61,N8Y 5592
100,97,Z4V 7104
140,133,R8M 4602
150,143,T0D 4520
120,101,Q7A 2824
40,25,B1M 6438
60,55,M7A 1356
60,43,F5R 5653
50,36,W7D 5139
60,41,R0D 2208
130,116,U3S 3889
120,100,Z4R 2379
130,118,Z6O 5031
150,137,I5Y 0855
70,58,O4Y 9067
50,32,H3Y 0503
150,148,F3J 8266
140,137,A2E 7582
130,112,O3D 6962
140,140,X0L 8402
70,54,H7C 8435
60,52,O8N 7595
80,71,I2Q 6700
100,94,G8L 1880
50,47,K6W 0039
60,45,V8T 1969
60,53,Q3W 6871
40,26,C2P 6722
120,105,S0D 5678
130,129,Z2J 0927
100,84,J3C 6719
80,76,N9Z 8857
60,44,U4B 8912
110,95,U8L 8007
140,135,I1Z 0339
50,32,M9D 3013
40,39,E0H 8671
80,72,R2Q 5927
120,108,O0N 3458
60,59,D9H 4353
50,48,E8F 4111
120,105,O0G 5326
110,105,A4C 0821
80,80,J6T 2071
130,116,A0D 1969
70,54,R0N 0632
80,80,D2D 5577
140,128,E6N 6458
70,57,Q7F 4436
140,130,S1L 2204
90,84,X7G 8845
100,85,U9N 1302
90,84,Q3U 5598
110,106,R6Y 7004
140,132,Z9S 0822
100,83,J6C 0853
110,96,W4L 2909
140,133,B1H 6008
90,71,O8F 0472
60,68,G6B 1348
40,20,L1Y 5567
80,67,R7A 3092
110,107,R7X 9604
90,81,I5D 5160
80,68,D3H 7617
50,38,C4U 6557
100,97,D2P 8954
80,82,W5P 0391
100,84,E9B 3148
60,50,I1I 2390
80,62,J4C 1895
50,36,E8H 1772
50,46,I8I 1664
80,60,P4Z 1459
70,56,M2X 0463
40,35,N3X 8283
110,92,J8G 3874
70,77,A2E 4186
130,119,Q6L 1068
100,89,Y4B 1697
40,24,B3E 2935
80,68,K0X 1274
60,57,N4P 8631
50,43,Z0Y 7150
100,94,L2W 0651
150,147,Y0R 2961
80,63,M8G 0431
120,119,N4M 2503
100,85,R2Q 4034
50,41,S3D 9792
90,90,E8Y 3907
120,111,B8N 8858
40,30,L6Z 2830
140,137,G1X 8204
70,61,B4Z 4061
100,100,S7Y 0985
140,130,P3V 2986
60,42,C7N 9412
150,134,I2S 6931
110,92,V2Q 9734
130,119,G3L 2010
150,131,X0Y 8052
80,64,T8T 8121
100,100,Z6Z 3002
40,33,E5F 4973
130,113,D9K 5326
100,99,L7P 3229
110,110,G4U 0691
130,123,D7G 4804
50,45,W9N 8018
130,119,U9Y 1291
70,65,Z3S 0943
150,134,L5K 9375
130,128,P7G 6785
140,140,G7J 3772
90,76,Y4L 8789
50,40,N9Z 7441
140,120,Y8N 1111
100,96,F3L 9274
90,81,M0U 5760
140,139,W2R 9288
150,140,S6S 9223
140,126,I5N 9049
100,89,C2U 8533
50,42,E3P 3683
60,50,O0Q 6937
140,134,V0M 8615
140,120,C9F 1358
60,41,O2G 8331
100,98,K2V 6553
80,79,R3B 7858
90,70,Y1V 8174
70,55,N7H 9859
40,21,S5S 1830
70,53,V1T 5227
130,124,J4A 9717
70,79,S9Q 6894
80,67,L3Q 6182
140,135,L6F 0789
150,133,K1U 4195
90,76,J1U 6650
120,102,Y1Q 3886
40,33,A9J 2252
140,133,G8E 4579
100,88,W6Y 8111
90,87,U8I 5639
150,132,M8F 2754
120,112,J4Z 5684
120,108,G7P 1071
80,61,U8N 9244
110,90,E6I 5776
130,111,Q3D 8649
80,78,U7K 6274
130,112,J1G 9790
150,145,O5T 3650
110,101,T5J 3680
150,131,O3J 3727
50,51,T7V 3453
140,132,Y1G 7767
110,97,N7A 2956
100,99,U1G 9398
40,33,H0R 6152
150,130,N6Z 0046
70,73,W9X 2302
90,82,S0L 7214
100,87,Z7B 7220
150,150,Q7C 1840
130,112,L8Z 3886
120,120,Q8R 6641
130,117,D9V 9871
70,54,B2D 1956
140,120,A8B 2809
90,88,Q3Z 2303
70,61,Y6O 1743
80,71,G3J 4067
60,40,U1Q 1412
110,90,S2P 0332
150,147,A0L 6460
50,45,N0U 7597
50,38,C7E 2986
70,67,A8L 2207
90,79,F6X 1845
80,69,K9T 6268
140,126,K9X 7520
130,125,B2L 8079
120,114,Y5C 8275
80,76,E8K 3303
110,104,A2R 9160
100,89,N0C 7744
150,136,I8G 2735
130,117,I4D 7581
100,85,E8P 3819
90,82,P9B 4981
50,48,Z1P 7053
40,24,J0L 1631
120,109,C4N 0334
140,135,D5Y 6382
70,56,A5A 0202
140,132,G4A 8058
80,77,T2C 8583
90,90,R8K 4694
90,79,R2J 2638
50,35,F5C 3341
80,71,H5E 2964
50,35,O9E 3130
100,91,M2B 4484
90,89,C5K 0625
60,51,T3H 5901
80,71,N7W 5214
120,101,V8S 3440
130,126,F2G 4972
100,95,E8V 1887
150,141,A2G 5279
60,56,R8P 3710
40,27,A1Y 0060
110,106,Q6S 9458
120,118,V2M 0930
140,135,R8L 1941
40,28,S7X 5656
60,57,T2T 3120
120,101,S4F 1753
140,137,D4M 4035
50,40,O2T 3961
120,103,Z2E 7829
40,23,F2W 8612
100,82,J5S 0215
70,56,B1L 3236
130,110,P5B 6723
40,30,I7Y 0696
60,41,S0H 8246
110,91,O4V 6584
50,35,H3O 1056
140,124,U4W 6695
70,52,B9B 0125
110,99,V2Z 0592
80,61,H2K 3460
130,129,G2H 5504
40,34,Z2H 8414
70,56,B5A 5203
150,146,H8R 8891
90,70,U3H 9351
60,58,S4A 5782
80,80,O9P 8017
100,94,Z8R 6417
110,93,J2A 0374
150,138,G6T 6826
40,35,U7R 9040
140,136,I7X 1689
100,97,S9O 3371
80,72,B5Q 4606
90,85,O7F 4921
100,100,J2L 8886
50,39,F1I 4457
80,63,B3P 1759
60,42,W4W 9861
120,106,Z0E 8198
150,148,G9R 6979
80,64,W5A 5877
150,130,O0N 8942
150,146,M9O 6971
70,57,E8A 9124
70,64,G2J 7265
40,36,O5R 0705
70,59,M8Y 7697
130,128,B1Q 0979
90,72,O3T 7812
70,52,U1N 7179
50,35,I5V 9273
80,77,S0M 8796
50,40,N1C 1775
60,42,W2H 0038
80,74,Y1I 9624
120,104,K8H 9377
140,120,W8S 9463
40,25,T7Z 8393
80,72,S6G 1333
140,138,V1D 6944
90,83,H9Z 4749
90,75,Y6F 5948
70,64,P3E 7912
100,90,Q1R 2759
90,74,G6S 5816
60,42,C9P 5646
80,79,R8D 3426
140,120,J1B 9108
50,46,V3J 9529
60,48,S5X 7580
60,52,T2I 0779
40,32,T4B 1768
140,132,F6L 1017
40,28,P0L 8742
100,83,J8L 0844
110,107,I9P 1571
90,88,Q1J 6114
80,79,X9W 6584
110,104,P5H 0340
140,136,M3G 3434
50,35,G1S 3889
110,109,B8I 2015
90,87,U3W 7553
80,71,Q5G 0629
120,109,K4D 0078
90,75,M8X 7222
130,115,F4K 5580
90,80,O4K 4193
100,88,M7V 4657
70,70,T0D 0317
130,129,H7C 9760
140,131,D6R 7294
50,47,Z5O 9920
140,124,Q9R 6059
100,84,M0N 1601
100,85,T7O 5861
130,118,B3W 9083
120,105,V4F 4985
80,72,X3R 8199
150,143,C6P 5718
110,111,G2I 3288
120,101,W2B 3053
70,63,R1V 9612
90,77,M7V 6484
50,41,C5Q 8624
110,97,J6J 8646
90,79,W6V 7895
140,126,W2H 6298
90,87,X7W 2807
130,116,C3S 0312
40,27,P1X 4481
120,114,N4P 7486
150,150,B9U 7141
40,33,A4J 3270
50,39,G9H 9450
60,57,S8S 3237
80,60,J4X 4701
140,135,G2I 1563
70,55,F1S 7311
50,37,R0T 6969
60,58,Q0E 6954
130,113,Y6E 4514
150,139,R2F 3569
50,45,K3K 2816
150,138,U1K 0187
60,53,H7C 0416
60,47,H5G 7659
130,116,W2H 8057
40,33,L5U 4385
40,29,G2K 1184
90,75,L3V 5175
130,120,G1C 3633
60,54,O9R 9643
80,73,W6K 5422
50,45,H0K 6790
80,65,D9J 0576
60,54,U8D 6310
130,114,S7Y 8564
80,80,Q1N 2283
150,136,L6F 5399
100,80,G0J 5983
120,107,A0M 1083
70,55,L3X 5121
140,126,Q8E 6546
120,118,Z6L 5562
70,54,K3U 3963
120,104,Q3I 8566
130,120,V5I 1396
150,132,D0K 1821
120,116,K4J 5188
70,55,O6H 0079
50,35,H3Y 2342
60,50,D2V 9025
60,50,P9N 9861
70,50,J1L 9474
50,36,P5L 7771
130,129,D0I 8086
150,141,P0A 4458
110,93,K7Z 5121
90,70,V4Y 6672
150,130,A8H 5033
70,61,M1S 4924
60,47,P5G 3029
120,115,R6U 2887
90,90,U9Z 8165
120,120,K9H 9457
100,84,Y8M 8431
80,66,P9C 5243
120,101,O2I 0783
140,139,K0J 0804
110,91,H5S 2435
110,106,V7K 8571
130,110,U1V 9196
80,80,F9Z 2842
70,63,L6E 3258
60,53,Z1A 7439
120,109,E2D 7033
100,100,P1X 1565
140,123,X0Y 3004
70,53,T7V 3893
130,113,S7L 1241
120,102,R3N 4751
120,109,Q9M 6092
150,130,S1W 6426
60,44,S1R 2202
130,124,W9A 1547
40,40,A9L 7896
120,115,T0S 2627
100,86,A8X 7481
130,124,F2Y 3338
120,113,J9B 9129
80,73,K4K 1388
130,117,Q8M 0838
70,58,D3B 4177
120,112,W6O 9892
100,94,P3R 8317
40,36,L1K 6003
60,49,Z7C 9869
100,99,R1T 8483
60,43,O4L 2910
150,131,H4D 0867
130,112,K7J 0196
140,138,H6Z 2492
50,42,P6U 6167
50,37,R2Q 0524
110,108,J9I 5956
130,119,A4N 8781
60,50,A7K 9920
140,139,V8M 7239
70,62,V4U 6289
110,119,Z7U 2528
120,115,E1L 8492
140,138,F3F 8318
70,67,I8C 0512
110,93,D1P 3798
80,68,I3B 8738
40,36,B4Q 1097
80,60,I2C 5223
100,100,H5R 3443
110,99,C3F 1050
40,29,P6I 8447
70,70,X8I 3914
120,109,C8L 9162
50,31,N1J 4264
120,105,N8C 2981
70,51,Y2U 5957
50,39,A2A 2580
110,107,W1I 8568
100,98,M0V 0344
40,35,Y8P 8107
130,116,L7A 6945
110,93,C9K 0727
110,92,R2T 2801
40,30,W8W 6273
60,50,V5Z 6734
90,90,X0Y 3310
150,145,A4M 8526
150,146,D9W 3076
130,112,Y2B 6851
140,128,L7R 2570
110,95,M6D 1822
80,65,C1N 9305
60,51,W5L 6927
150,131,M8C 5320
60,47,M4V 5206
150,142,N8Y 6489
60,50,K7N 9914
140,139,P4N 1563
120,104,X2Z 8140
140,126,B6M 8221
120,112,J9W 0022
50,38,M0W 6364
50,37,L1P 2679
150,137,A0Q 8608
120,102,Z2I 4332
110,99,R0A 1169
140,133,P9U 8369
120,119,Y5Z 6744
140,137,I7D 7865
90,77,P7Y 6014
120,118,V5B 3576
120,106,C1O 9188
70,60,M9B 9584
110,110,O2F 2323
130,131,H8G 6368
110,95,D6Y 8429
140,133,W2G 7875
110,106,M9Z 7602
130,121,G1A 1494
90,77,I4A 5125
70,67,F5C 4581
150,138,T3Q 4915
80,70,D9Z 4856
80,61,Z9Q 4350
60,60,L6V 9450
50,46,F3Q 3428
70,58,P0V 6088
90,81,W8O 8533
130,116,Q3X 4330
140,140,C5H 9962
50,41,V2W 4674
40,27,B8S 3603
100,84,O1L 5001
80,73,K8U 5386
100,87,X3L 8032
90,71,K6B 8606
110,104,V6T 6947
50,49,H2N 0171
60,44,N2U 1361
130,110,F3D 9475
60,41,F3H 4055
50,49,X1P 1519
100,85,N9S 5455
70,70,U7Z 2234
140,128,J7X 3090
70,60,D4W 8134
70,56,X4R 0409
40,35,G1E 1656
100,98,O2Q 1493
150,149,W6K 3141
100,83,Z8F 9323
80,78,U7O 8308
110,110,G2Q 3716
140,136,E3I 2658
110,98,Y9Y 7039
80,71,T8O 6333
140,129,V3V 0203
120,120,K4D 0702
120,108,O3C 2310
130,113,P3F 6728
130,130,K9O 3788
140,139,J0V 7431
90,81,N2M 2083
70,63,H4J 6850
120,118,T3N 6643
80,71,B4O 8332
120,103,K1O 2531
60,59,R9L 1385
140,136,U2T 9101
140,125,G3R 2541
90,84,E4S 3130
120,102,J7P 5195
140,133,H3R 4874
90,80,N5L 9191
90,79,U1Z 5289
50,38,Y6P 5044
140,129,C6A 1242
40,20,U2U 1395
130,113,S2Q 3509
150,147,M8S 4284
80,80,W4N 9471
50,37,D3P 4172
70,61,I3L 8919
70,51,H2O 6222
60,48,V3P 2597
130,129,X8L 1365
40,22,B5I 9382
140,129,Z5T 4712
120,110,R6E 9507
100,82,L5J 7479
80,60,Q7L 2938
70,66,W3T 7033
140,140,H9Y 4095
80,70,I7E 3435
130,124,W4F 4128
50,33,U5A 1594
110,104,X5J 4367
150,146,O2M 6978
80,62,E8S 9865
110,92,B6K 4609
110,109,E7W 5345
80,62,R4T 9102
40,29,R9G 6754
150,141,T1C 2940
60,45,Q9S 2770
90,80,Y1P 9100
80,70,O7L 2850
50,30,H9N 9830
60,41,P6Y 4430
130,124,U2N 4531
40,28,N4M 9715
100,90,K7N 8104
130,113,K0Q 4971
100,91,R8L 0401
70,63,C1D 6853
50,50,J9H 6570
130,118,M8L 3121
80,70,M8J 7862
140,140,E9D 5990
40,32,T1W 7594
150,136,I4G 2233
40,25,B8S 6786
150,136,V5H 4997
120,107,Y3W 2659
130,112,S8C 1943
60,57,P0J 9901
60,56,P8O 3072
100,92,N3D 0746
130,116,A3D 0066
